Species_1,Kingdom_1,Interaction_type,Species_2,Kingdom_2
Fellhanera gyrophorica,Fungi,epiphyteOf,Betula pendula,Plant
Alnus glutinosa,Plant,hasEpiphyte,Graphis betulina,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Graphis scripta,Fungi
Usnea dasopoga,Fungi,epiphyteOf,Alnus glutinosa,Plant
Quercus robur,Plant,hasEpiphyte,Usnea fulvoreagens,Fungi
Lecidea nylanderi,Fungi,epiphyteOf,Sorbus aucuparia,Plant
Melanohalea exasperatula,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Platismatia glauca,Fungi,epiphyteOf,Populus tremula,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Parmelia sulcata,Fungi
Usnea hirta ex,Fungi,epiphyteOf,Carpinus betulus,Plant
Carpinus betulus,Plant,hasEpiphyte,Pertusaria flavida,Fungi
Ropalospora viridis,Fungi,epiphyteOf,Picea glauca,Plant
Lepraria lobificans,Fungi,epiphyteOf,Frangula alnus,Plant
Alnus glutinosa,Plant,hasEpiphyte,Fuscidea arboricola,Fungi
Lecanora farinaria,Fungi,epiphyteOf,Alnus glutinosa,Plant
Zwackhia viridis,Fungi,epiphyteOf,Quercus robur,Plant
Corylus avellana,Plant,hasEpiphyte,Rinodina efflorescens,Fungi
Phlyctis argena,Fungi,epiphyteOf,Betula pendula,Plant
Graphis betulina,Fungi,epiphyteOf,Carpinus betulus,Plant
Melanelixia fuliginosa glabratula,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Tilia cordata,Plant,hasEpiphyte,Fellhanera gyrophorica,Fungi
Tilia cordata,Plant,hasEpiphyte,Anisomeridium polypori,Fungi
Micarea byssacea,Fungi,epiphyteOf,Populus tremula,Plant
Bacidina mendax,Fungi,epiphyteOf,Carpinus betulus,Plant
Violella fucata,Fungi,epiphyteOf,Sorbus aucuparia,Plant
Lecanora symmicta,Fungi,epiphyteOf,Carpinus betulus,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Pycnora sorophora,Fungi
Lecanora symmicta,Fungi,epiphyteOf,Corylus avellana,Plant
Pertusaria leioplaca,Fungi,epiphyteOf,Alnus glutinosa,Plant
Tilia cordata,Plant,hasEpiphyte,Cetrelia cetrarioides,Fungi
Chaenotheca stemonea,Fungi,epiphyteOf,Populus tremula,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Thelotrema lepadinum,Fungi
Lecanora glabrata,Fungi,epiphyteOf,Carpinus betulus,Plant
Rinodina degeliana,Fungi,epiphyteOf,Carpinus betulus,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Loxospora elatina,Fungi
Ramalina farinacea,Fungi,epiphyteOf,Alnus glutinosa,Plant
Peltigera praetextata,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Buellia griseovirens,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Chaenotheca stemonea,Fungi,epiphyteOf,Betula pendula,Plant
Tilia cordata,Plant,hasEpiphyte,Ochrolechia subviridis,Fungi
Loxospora elatina,Fungi,epiphyteOf,Ulmus minor,Plant
Myriolecis persimilis,Fungi,epiphyteOf,Populus tremula,Plant
Picea glauca,Plant,hasEpiphyte,Micarea byssacea,Fungi
Microcalicium disseminatum,Fungi,epiphyteOf,Alnus glutinosa,Plant
Pertusaria coccodes,Fungi,epiphyteOf,Corylus avellana,Plant
Populus tremula,Plant,hasEpiphyte,Felipes leucopellaeus,Fungi
Ochrolechia subviridis,Fungi,epiphyteOf,Alnus glutinosa,Plant
Bacidia auerswaldii,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Lecanora hagenii,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Graphis scripta,Fungi,epiphyteOf,Carpinus betulus,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Opegrapha atra,Fungi
Scoliciosporum chlorococcum,Fungi,epiphyteOf,Quercus robur,Plant
Opegrapha rufescens,Fungi,epiphyteOf,Populus tremula,Plant
Phlyctis argena,Fungi,epiphyteOf,Carpinus betulus,Plant
Acer platanoides,Plant,hasEpiphyte,Ramalina farinacea,Fungi
Lepraria incana,Fungi,epiphyteOf,Betula pendula,Plant
Pyrenula nitidella,Fungi,epiphyteOf,Corylus avellana,Plant
Quercus robur,Plant,hasEpiphyte,Chaenotheca chlorella,Fungi
Lecania naegelii,Fungi,epiphyteOf,Betula pendula,Plant
Carpinus betulus,Plant,hasEpiphyte,Chaenotheca stemonea,Fungi
Tilia cordata,Plant,hasEpiphyte,Melanelixia fuliginosa glabratula,Fungi
Bacidia laurocerasi,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Anisomeridium polypori,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Alnus glutinosa,Plant,hasEpiphyte,Lecanora expallens,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Rinodina efflorescens,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Parmelia ernstiae,Fungi
Parmelia saxatilis,Fungi,epiphyteOf,Pinus sylvestris,Plant
Betula pendula,Plant,hasEpiphyte,Ropalospora viridis,Fungi
Sorbus aucuparia,Plant,hasEpiphyte,Buellia griseovirens,Fungi
Betula pendula,Plant,hasEpiphyte,Lepraria elobata,Fungi
Populus tremula,Plant,hasEpiphyte,Lecanora argentata,Fungi
Lecidella elaeochroma,Fungi,epiphyteOf,Sorbus aucuparia,Plant
Picea glauca,Plant,hasEpiphyte,Flavoparmelia caperata,Fungi
Sorbus aucuparia,Plant,hasEpiphyte,Lecanora pulicaris,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Arthonia mediella,Fungi
Opegrapha niveoatra,Fungi,epiphyteOf,Carpinus betulus,Plant
Acer platanoides,Plant,hasEpiphyte,Opegrapha vulgata,Fungi
Quercus robur,Plant,hasEpiphyte,Micarea byssacea,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Physcia stellaris,Fungi
Violella fucata,Fungi,epiphyteOf,Tilia cordata,Plant
Lecanora expallens,Fungi,epiphyteOf,Picea glauca,Plant
Graphis betulina,Fungi,epiphyteOf,Corylus avellana,Plant
Lecanora carpinea,Fungi,epiphyteOf,Quercus robur,Plant
Populus tremula,Plant,hasEpiphyte,Ochrolechia subviridis,Fungi
Acer platanoides,Plant,hasEpiphyte,Reichlingia leopoldii,Fungi
Lepraria lobificans,Fungi,epiphyteOf,Populus tremula,Plant
Lecanora argentata,Fungi,epiphyteOf,Sorbus aucuparia,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Lecanora compallens,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Lecanora glabrata,Fungi
Picea glauca,Plant,hasEpiphyte,Platismatia glauca,Fungi
Peltigera praetextata,Fungi,epiphyteOf,Tilia cordata,Plant
Alnus glutinosa,Plant,hasEpiphyte,Cladonia fimbriata,Fungi
Lepra albescens,Fungi,epiphyteOf,Quercus robur,Plant
Corylus avellana,Plant,hasEpiphyte,Biatora ocelliformis,Fungi
Parmelia sulcata,Fungi,epiphyteOf,Frangula alnus,Plant
Acer platanoides,Plant,hasEpiphyte,Opegrapha rufescens,Fungi
Reichlingia leopoldii,Fungi,epiphyteOf,Alnus glutinosa,Plant
Arthothelium ruanum,Fungi,epiphyteOf,Alnus glutinosa,Plant
Corylus avellana,Plant,hasEpiphyte,Parmelia sulcata,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Psoroglaena abscondita,Fungi
Chrysothrix candelaris,Fungi,epiphyteOf,Alnus glutinosa,Plant
Picea glauca,Plant,hasEpiphyte,Melanelixia subaurifera,Fungi
Schismatomma pericleum,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Alnus glutinosa,Plant,hasEpiphyte,Usnea dasopoga,Fungi
Lepra amara,Fungi,epiphyteOf,Acer platanoides,Plant
Frangula alnus,Plant,hasEpiphyte,Buellia griseovirens,Fungi
Ramalina pollinaria,Fungi,epiphyteOf,Tilia cordata,Plant
Biatora efflorescens,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Acer platanoides,Plant,hasEpiphyte,Lepraria elobata,Fungi
Populus tremula,Plant,hasEpiphyte,Arthothelium ruanum,Fungi
Quercus robur,Plant,hasEpiphyte,Bacidia rubella,Fungi
Cladonia squamosa,Fungi,epiphyteOf,Pinus sylvestris,Plant
Corylus avellana,Plant,hasEpiphyte,Pertusaria pertusa,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Ropalospora viridis,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Calicium salicinum,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Graphis betulina,Fungi
Xanthoria polycarpa,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Usnea dasopoga,Fungi,epiphyteOf,Betula pendula,Plant
Arthonia radiata,Fungi,epiphyteOf,Sorbus aucuparia,Plant
Loxospora elatina,Fungi,epiphyteOf,Tilia cordata,Plant
Populus tremula,Plant,hasEpiphyte,Chaenotheca chrysocephala,Fungi
Carpinus betulus,Plant,hasEpiphyte,Usnea hirta ex,Fungi
Calicium salicinum,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Phaeophyscia orbicularis,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Tilia cordata,Plant,hasEpiphyte,Rinodina pyrina,Fungi
Phlyctis argena,Fungi,epiphyteOf,Alnus glutinosa,Plant
Pertusaria flavida,Fungi,epiphyteOf,Populus tremula,Plant
Dimerella pineti,Fungi,epiphyteOf,Picea glauca,Plant
Picea glauca,Plant,hasEpiphyte,Chaenotheca chrysocephala,Fungi
Tilia cordata,Plant,hasEpiphyte,Lepraria incana,Fungi
Carpinus betulus,Plant,hasEpiphyte,Felipes leucopellaeus,Fungi
Graphis scripta,Fungi,epiphyteOf,Picea glauca,Plant
Lecanora pulicaris,Fungi,epiphyteOf,Betula pendula,Plant
Quercus robur,Plant,hasEpiphyte,Cladonia squamosa,Fungi
Scoliciosporum chlorococcum,Fungi,epiphyteOf,Betula pendula,Plant
Parmelia sulcata,Fungi,epiphyteOf,Corylus avellana,Plant
Alnus glutinosa,Plant,hasEpiphyte,Parmelia serrana,Fungi
Quercus robur,Plant,hasEpiphyte,Fuscidea arboricola,Fungi
Acer platanoides,Plant,hasEpiphyte,Buellia griseovirens,Fungi
Trapeliopsis flexuosa,Fungi,epiphyteOf,Alnus glutinosa,Plant
Pseudevernia furfuracea,Fungi,epiphyteOf,Pinus sylvestris,Plant
Ochrolechia arborea,Fungi,epiphyteOf,Alnus glutinosa,Plant
Phlyctis argena,Fungi,epiphyteOf,Corylus avellana,Plant
Chaenotheca chlorella,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Alyxoria varia,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Biatora hemipolia,Fungi,epiphyteOf,Betula pendula,Plant
Quercus robur,Plant,hasEpiphyte,Chrysothrix candelaris,Fungi
Cladonia coniocraea,Fungi,epiphyteOf,Alnus glutinosa,Plant
Bacidia rubella,Fungi,epiphyteOf,Acer platanoides,Plant
Bacidia laurocerasi,Fungi,epiphyteOf,Carpinus betulus,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Gyalecta flotowii,Fungi
Pseudevernia furfuracea,Fungi,epiphyteOf,Picea glauca,Plant
Alnus glutinosa,Plant,hasEpiphyte,Opegrapha vermicellifera,Fungi
Corylus avellana,Plant,hasEpiphyte,Porina aenea,Fungi
Pinus sylvestris,Plant,hasEpiphyte,Chaenotheca chrysocephala,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Platismatia glauca,Fungi
Sorbus aucuparia,Plant,hasEpiphyte,Cladonia coniocraea,Fungi
Carpinus betulus,Plant,hasEpiphyte,Peltigera praetextata,Fungi
Buellia griseovirens,Fungi,epiphyteOf,Corylus avellana,Plant
Alnus glutinosa,Plant,hasEpiphyte,Arthonia vinosa,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Anisomeridium polypori,Fungi
Anisomeridium biforme,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Opegrapha vulgata,Fungi,epiphyteOf,Acer platanoides,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Calicium salicinum,Fungi
Lecania cyrtella,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Ulmus minor,Plant,hasEpiphyte,Peltigera praetextata,Fungi
Sorbus aucuparia,Plant,hasEpiphyte,Dimerella pineti,Fungi
Corylus avellana,Plant,hasEpiphyte,Melanelixia fuliginosa glabratula,Fungi
Tilia cordata,Plant,hasEpiphyte,Lecanora pulicaris,Fungi
Thelotrema lepadinum,Fungi,epiphyteOf,Sorbus aucuparia,Plant
Felipes leucopellaeus,Fungi,epiphyteOf,Quercus robur,Plant
Buellia griseovirens,Fungi,epiphyteOf,Betula pendula,Plant
Parmelia saxatilis,Fungi,epiphyteOf,Tilia cordata,Plant
Cladonia fimbriata,Fungi,epiphyteOf,Alnus glutinosa,Plant
Ropalospora viridis,Fungi,epiphyteOf,Populus tremula,Plant
Corylus avellana,Plant,hasEpiphyte,Biatora hemipolia,Fungi
Usnea ceratina,Fungi,epiphyteOf,Alnus glutinosa,Plant
Carpinus betulus,Plant,hasEpiphyte,Cetrelia cetrarioides,Fungi
Evernia prunastri,Fungi,epiphyteOf,Carpinus betulus,Plant
Reichlingia leopoldii,Fungi,epiphyteOf,Acer platanoides,Plant
Alnus glutinosa,Plant,hasEpiphyte,Cladonia macilenta,Fungi
Pertusaria leioplaca,Fungi,epiphyteOf,Corylus avellana,Plant
Usnea subfloridana,Fungi,epiphyteOf,Picea glauca,Plant
Lepraria rigidula,Fungi,epiphyteOf,Quercus robur,Plant
Picea glauca,Plant,hasEpiphyte,Hypogymnia physodes,Fungi
Dimerella pineti,Fungi,epiphyteOf,Betula pendula,Plant
Rinodina degeliana,Fungi,epiphyteOf,Quercus robur,Plant
Populus tremula,Plant,hasEpiphyte,Peltigera praetextata,Fungi
Lecidea nylanderi,Fungi,epiphyteOf,Tilia cordata,Plant
Lecanora carpinea,Fungi,epiphyteOf,Tilia cordata,Plant
Pseudevernia furfuracea,Fungi,epiphyteOf,Alnus glutinosa,Plant
Lobaria pulmonaria,Fungi,epiphyteOf,Acer platanoides,Plant
Calicium salicinum,Fungi,epiphyteOf,Tilia cordata,Plant
Corylus avellana,Plant,hasEpiphyte,Menegazzia terebrata,Fungi
Chaenotheca trichialis,Fungi,epiphyteOf,Carpinus betulus,Plant
Tilia cordata,Plant,hasEpiphyte,Lecania croatica,Fungi
Sorbus aucuparia,Plant,hasEpiphyte,Lepra amara,Fungi
Ramalina farinacea,Fungi,epiphyteOf,Sorbus aucuparia,Plant
Lepraria lobificans,Fungi,epiphyteOf,Carpinus betulus,Plant
Picea glauca,Plant,hasEpiphyte,Chaenotheca ferruginea,Fungi
Populus tremula,Plant,hasEpiphyte,Ramalina farinacea,Fungi
Corylus avellana,Plant,hasEpiphyte,Lecidella elaeochroma,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Micarea denigrata,Fungi
Lepraria incana,Fungi,epiphyteOf,Picea glauca,Plant
Quercus robur,Plant,hasEpiphyte,Cladonia chlorophaea,Fungi
Biatora hemipolia,Fungi,epiphyteOf,Corylus avellana,Plant
Micarea denigrata,Fungi,epiphyteOf,Picea glauca,Plant
Sorbus aucuparia,Plant,hasEpiphyte,Biatora hemipolia,Fungi
Xanthoria parietina,Fungi,epiphyteOf,Corylus avellana,Plant
Acer platanoides,Plant,hasEpiphyte,Lecania croatica,Fungi
Phlyctis argena,Fungi,epiphyteOf,Frangula alnus,Plant
Parmelia sulcata,Fungi,epiphyteOf,Alnus glutinosa,Plant
Tilia cordata,Plant,hasEpiphyte,Cladonia chlorophaea,Fungi
Quercus robur,Plant,hasEpiphyte,Lecania hyalina,Fungi
Carpinus betulus,Plant,hasEpiphyte,Cetrelia monachorum,Fungi
Quercus robur,Plant,hasEpiphyte,Usnea dasopoga,Fungi
Hypogymnia physodes,Fungi,epiphyteOf,Sorbus aucuparia,Plant
Acer platanoides,Plant,hasEpiphyte,Ramalina pollinaria,Fungi
Chaenotheca ferruginea,Fungi,epiphyteOf,Populus tremula,Plant
Carpinus betulus,Plant,hasEpiphyte,Acrocordia gemmata,Fungi
Corylus avellana,Plant,hasEpiphyte,Parmelia serrana,Fungi
Felipes leucopellaeus,Fungi,epiphyteOf,Alnus glutinosa,Plant
Usnea ceratina,Fungi,epiphyteOf,Carpinus betulus,Plant
Parmelia serrana,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Ochrolechia subviridis,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Pycnora sorophora,Fungi,epiphyteOf,Quercus robur,Plant
Chaenotheca brachypoda,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Pinus sylvestris,Plant,hasEpiphyte,Dimerella pineti,Fungi
Rinodina pyrina,Fungi,epiphyteOf,Tilia cordata,Plant
Carpinus betulus,Plant,hasEpiphyte,Lepra albescens,Fungi
Picea glauca,Plant,hasEpiphyte,Lecanora expallens,Fungi
Frangula alnus,Plant,hasEpiphyte,Lepraria rigidula,Fungi
Chaenotheca chlorella,Fungi,epiphyteOf,Carpinus betulus,Plant
Quercus robur,Plant,hasEpiphyte,Arthonia mediella,Fungi
Lepraria incana,Fungi,epiphyteOf,Ulmus minor,Plant
Parmelia saxatilis,Fungi,epiphyteOf,Alnus glutinosa,Plant
Arthonia spadicea,Fungi,epiphyteOf,Betula pendula,Plant
Calicium viride,Fungi,epiphyteOf,Tilia cordata,Plant
Tilia cordata,Plant,hasEpiphyte,Lecanora argentata,Fungi
Acer platanoides,Plant,hasEpiphyte,Biatora ocelliformis,Fungi
Hypogymnia physodes,Fungi,epiphyteOf,Tilia cordata,Plant
Lecanora chlarotera,Fungi,epiphyteOf,Corylus avellana,Plant
Graphis scripta,Fungi,epiphyteOf,Frangula alnus,Plant
Quercus robur,Plant,hasEpiphyte,Lepra albescens,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Opegrapha rufescens,Fungi
Picea glauca,Plant,hasEpiphyte,Placynthiella icmalea,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Scoliciosporum sarothamni,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Chaenotheca xyloxena,Fungi
Anisomeridium polypori,Fungi,epiphyteOf,Alnus glutinosa,Plant
Melanelixia subaurifera,Fungi,epiphyteOf,Picea glauca,Plant
Ramalina farinacea,Fungi,epiphyteOf,Tilia cordata,Plant
Chaenotheca trichialis,Fungi,epiphyteOf,Tilia cordata,Plant
Alnus glutinosa,Plant,hasEpiphyte,Fellhanera gyrophorica,Fungi
Anisomeridium polypori,Fungi,epiphyteOf,Acer platanoides,Plant
Quercus robur,Plant,hasEpiphyte,Bacidina mendax,Fungi
Lepra albescens,Fungi,epiphyteOf,Tilia cordata,Plant
Lecania naegelii,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Amandinea punctata,Fungi
Carpinus betulus,Plant,hasEpiphyte,Micarea byssacea,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Cetrelia monachorum,Fungi
Populus tremula,Plant,hasEpiphyte,Chaenotheca ferruginea,Fungi
Quercus robur,Plant,hasEpiphyte,Felipes leucopellaeus,Fungi
Picea glauca,Plant,hasEpiphyte,Chaenotheca furfuracea,Fungi
Cladonia fimbriata,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Carpinus betulus,Plant,hasEpiphyte,Hypogymnia tubulosa,Fungi
Ulmus minor,Plant,hasEpiphyte,Lepraria lobificans,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Biatora ocelliformis,Fungi
Populus tremula,Plant,hasEpiphyte,Opegrapha niveoatra,Fungi
Usnea hirta ex,Fungi,epiphyteOf,Populus tremula,Plant
Lecanora chlarotera,Fungi,epiphyteOf,Carpinus betulus,Plant
Carpinus betulus,Plant,hasEpiphyte,Biatora ocelliformis,Fungi
Picea glauca,Plant,hasEpiphyte,Cladonia digitata,Fungi
Usnea dasopoga,Fungi,epiphyteOf,Acer platanoides,Plant
Cladonia digitata,Fungi,epiphyteOf,Tilia cordata,Plant
Lecanora carpinea,Fungi,epiphyteOf,Populus tremula,Plant
Acrocordia gemmata,Fungi,epiphyteOf,Acer platanoides,Plant
Sorbus aucuparia,Plant,hasEpiphyte,Lecidella elaeochroma,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Usnea subfloridana,Fungi
Quercus robur,Plant,hasEpiphyte,Lecidea nylanderi,Fungi
Inoderma sorediatum,Fungi,epiphyteOf,Tilia cordata,Plant
Usnea dasopoga,Fungi,epiphyteOf,Tilia cordata,Plant
Parmelia serrana,Fungi,epiphyteOf,Corylus avellana,Plant
Quercus robur,Plant,hasEpiphyte,Myriolecis persimilis,Fungi
Picea glauca,Plant,hasEpiphyte,Parmelia sulcata,Fungi
Pinus sylvestris,Plant,hasEpiphyte,Lepraria incana,Fungi
Buellia griseovirens,Fungi,epiphyteOf,Tilia cordata,Plant
Populus tremula,Plant,hasEpiphyte,Acrocordia gemmata,Fungi
Populus tremula,Plant,hasEpiphyte,Lepraria vouauxii,Fungi
Acrocordia gemmata,Fungi,epiphyteOf,Populus tremula,Plant
Lepra amara,Fungi,epiphyteOf,Picea glauca,Plant
Betula pendula,Plant,hasEpiphyte,Parmelia ernstiae,Fungi
Anisomeridium biforme,Fungi,epiphyteOf,Tilia cordata,Plant
Chaenotheca chrysocephala,Fungi,epiphyteOf,Alnus glutinosa,Plant
Lecanora farinaria,Fungi,epiphyteOf,Betula pendula,Plant
Melanelixia subaurifera,Fungi,epiphyteOf,Carpinus betulus,Plant
Alnus glutinosa,Plant,hasEpiphyte,Tuckermannopsis chlorophylla,Fungi
Chaenotheca chlorella,Fungi,epiphyteOf,Quercus robur,Plant
Alnus glutinosa,Plant,hasEpiphyte,Chrysothrix candelaris,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Arthonia spadicea,Fungi
Cladonia coniocraea,Fungi,epiphyteOf,Carpinus betulus,Plant
Physcia tenella,Fungi,epiphyteOf,Betula pendula,Plant
Picea glauca,Plant,hasEpiphyte,Lecidea nylanderi,Fungi
Lecanora argentata,Fungi,epiphyteOf,Corylus avellana,Plant
Rinodina degeliana,Fungi,epiphyteOf,Tilia cordata,Plant
Phlyctis argena,Fungi,epiphyteOf,Sorbus aucuparia,Plant
Pertusaria leioplaca,Fungi,epiphyteOf,Carpinus betulus,Plant
Ochrolechia microstictoides,Fungi,epiphyteOf,Carpinus betulus,Plant
Physcia adscendens,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Micarea denigrata,Fungi,epiphyteOf,Pinus sylvestris,Plant
Usnea dasopoga,Fungi,epiphyteOf,Picea glauca,Plant
Reichlingia leopoldii,Fungi,epiphyteOf,Quercus robur,Plant
Violella fucata,Fungi,epiphyteOf,Populus tremula,Plant
Lepraria incana,Fungi,epiphyteOf,Populus tremula,Plant
Acer platanoides,Plant,hasEpiphyte,Lecanora chlarotera,Fungi
Tilia cordata,Plant,hasEpiphyte,Pyrenula nitida,Fungi
Anisomeridium biforme,Fungi,epiphyteOf,Populus tremula,Plant
Picea glauca,Plant,hasEpiphyte,Lepraria elobata,Fungi
Lecanographa amylacea,Fungi,epiphyteOf,Populus tremula,Plant
Picea glauca,Plant,hasEpiphyte,Graphis scripta,Fungi
Betula pendula,Plant,hasEpiphyte,Amandinea punctata,Fungi
Lecanora thysanophora,Fungi,epiphyteOf,Tilia cordata,Plant
Lepraria lobificans,Fungi,epiphyteOf,Sorbus aucuparia,Plant
Alnus glutinosa,Plant,hasEpiphyte,Graphis scripta,Fungi
Microcalicium disseminatum,Fungi,epiphyteOf,Tilia cordata,Plant
Buellia griseovirens,Fungi,epiphyteOf,Frangula alnus,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Opegrapha niveoatra,Fungi
Ochrolechia subviridis,Fungi,epiphyteOf,Picea glauca,Plant
Physcia aipolia,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Acer platanoides,Plant,hasEpiphyte,Lecanora pulicaris,Fungi
Pertusaria coccodes,Fungi,epiphyteOf,Alnus glutinosa,Plant
Cladonia chlorophaea,Fungi,epiphyteOf,Alnus glutinosa,Plant
Xanthoria parietina,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Arthonia vinosa,Fungi,epiphyteOf,Picea glauca,Plant
Corylus avellana,Plant,hasEpiphyte,Cetrelia cetrarioides,Fungi
Quercus robur,Plant,hasEpiphyte,Xanthoria parietina,Fungi
Lecanora glabrata,Fungi,epiphyteOf,Tilia cordata,Plant
Chaenotheca furfuracea,Fungi,epiphyteOf,Tilia cordata,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Biatora ligni-mollis,Fungi
Tilia cordata,Plant,hasEpiphyte,Usnea subfloridana,Fungi
Opegrapha vermicellifera,Fungi,epiphyteOf,Quercus robur,Plant
Tilia cordata,Plant,hasEpiphyte,Ochrolechia turneri,Fungi
Pertusaria coccodes,Fungi,epiphyteOf,Betula pendula,Plant
Lecanora thysanophora,Fungi,epiphyteOf,Ulmus minor,Plant
Quercus robur,Plant,hasEpiphyte,Loxospora elatina,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Lecanora carpinea,Fungi
Lepraria vouauxii,Fungi,epiphyteOf,Acer platanoides,Plant
Quercus robur,Plant,hasEpiphyte,Inoderma sorediatum,Fungi
Felipes leucopellaeus,Fungi,epiphyteOf,Populus tremula,Plant
Hypogymnia tubulosa,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Picea glauca,Plant,hasEpiphyte,Dimerella pineti,Fungi
Tilia cordata,Plant,hasEpiphyte,Dimerella pineti,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Cetrelia olivetorum,Fungi
Pyrenula nitida,Fungi,epiphyteOf,Quercus robur,Plant
Parmelia saxatilis,Fungi,epiphyteOf,Corylus avellana,Plant
Chaenotheca trichialis,Fungi,epiphyteOf,Alnus glutinosa,Plant
Tilia cordata,Plant,hasEpiphyte,Tuckermannopsis chlorophylla,Fungi
Picea glauca,Plant,hasEpiphyte,Menegazzia terebrata,Fungi
Ochrolechia microstictoides,Fungi,epiphyteOf,Alnus glutinosa,Plant
Corylus avellana,Plant,hasEpiphyte,Platismatia glauca,Fungi
Myriolecis persimilis,Fungi,epiphyteOf,Tilia cordata,Plant
Acrocordia gemmata,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Physcia aipolia,Fungi
Betula pendula,Plant,hasEpiphyte,Trapeliopsis flexuosa,Fungi
Corylus avellana,Plant,hasEpiphyte,Lepraria lobificans,Fungi
Lepraria elobata,Fungi,epiphyteOf,Tilia cordata,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Usnea subfloridana,Fungi
Betula pendula,Plant,hasEpiphyte,Hypogymnia tubulosa,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Peltigera praetextata,Fungi
Quercus robur,Plant,hasEpiphyte,Arthothelium ruanum,Fungi
Betula pendula,Plant,hasEpiphyte,Lecidea nylanderi,Fungi
Ochrolechia subviridis,Fungi,epiphyteOf,Betula pendula,Plant
Graphis betulina,Fungi,epiphyteOf,Tilia cordata,Plant
Acer platanoides,Plant,hasEpiphyte,Bacidia rubella,Fungi
Chaenotheca chrysocephala,Fungi,epiphyteOf,Picea glauca,Plant
Peltigera praetextata,Fungi,epiphyteOf,Populus tremula,Plant
Biatora ocelliformis,Fungi,epiphyteOf,Picea glauca,Plant
Usnea dasopoga,Fungi,epiphyteOf,Carpinus betulus,Plant
Betula pendula,Plant,hasEpiphyte,Chaenotheca chrysocephala,Fungi
Parmelia serrana,Fungi,epiphyteOf,Alnus glutinosa,Plant
Quercus robur,Plant,hasEpiphyte,Opegrapha niveoatra,Fungi
Carpinus betulus,Plant,hasEpiphyte,Hypotrachyna revoluta,Fungi
